title,year,name,type,character,n
Utsukushiki tennen,2005,Morio Agata,actor,Medicine wendor,
Cry Now,2014,Toshiya Agata,actor,Hiroki,
Gun Woman,2014,Toshiya Agata,actor,Trainer,
I Like to Play Games,1995,Toshiya Agata,actor,Kobe,5
Karate Kill,2016,Toshiya Agata,actor,Bruce,
Letters from Iwo Jima,2006,Toshiya Agata,actor,Captain Iwasaki,17
Tales from the Dead,2008,Toshiya Agata,actor,Detective Minehiro,
The Kid,2000,Toshiya Agata,actor,Toshiya - Sushi Chef,30
Falsifikator,2013,Dobrica Agatanovic,actor,Pijanac II,32
Half-Life,2008,Alexander Agate,actor,Timothy Wu,8
How to Eat Fried Worms,2006,Alexander Agate,actor,Donny,15
Ping Pong Playa,2007,Alexander Agate,actor,Loser Kid 1,22
Spectres,2004,Alexander Agate,actor,C.J. Hansen,10
What Happened Last Night,2016,Anthony Agate,actor,Pedestrian,
The Front Line,2006,Narcisse Agathe,actor,Erasmus' Heavy,43
My Bebe Love: #KiligPaMore,2015,Daryl Agati,actor,Carousel Staff,62
"Come parli, frate?",1974,Luciano Agati,actor,Bravo,10
Io sono un autarchico,1976,Luciano Agati,actor,Giuseppe,1
Ras le coeur!,1980,Vincent Agati,actor,Le dragueur,13
Petrang kabayo at ang pilyang kuting,1988,Eric Agaton,actor,Goon,30
Savage Justice,1988,Eric Agaton,actor,Male Rebel,40
Prosti,2002,Mark Reil Agaton,actor,Niccolo,17
Purgatorio,2008,Cynthia Agat?n,actor,Prostituta 6,
Alligator Alley,2000,Sila Agavale,actor,Kile Taylor,1
Being Charlie,2015,Sila Agavale,actor,Speaker #1,24
Darkroom,2008,Sila Agavale,actor,Manu Siva,
Highclimber,2011,Sila Agavale,actor,Indian Joe,9
Monolith,2016,Sila Agavale,actor,Cowboy hat,
Passage to Zarahemla,2007,Sila Agavale,actor,Kush,
Saint Simon,2008,Sila Agavale,actor,Chulo,
The Adventures of Food Boy,2008,Sila Agavale,actor,Juan Carlos,19
The Adventures of Food Boy,2008,Sila Agavale,actor,Ugus Corpus,19
The Sinking of Santa Isabel,2008,Sila Agavale,actor,Marv the Electrician,8
Waffle Street,2015,Sila Agavale,actor,Manuel Lopez,11
Around the World in Eighty Days,1956,George Agawa,actor,Extra,
Sarong banggi,2005,Arnel Agawin,actor,Customer - Chinese Restaurant,46
Thelma,2011,Allan Agay,actor,"Runner of Currimao, Ilocos Norte",91
Stilyagi,2008,Ilya Agayan,actor,Kommunalka,114
#Stuck,2014,Logan Agayan,actor,Baby,18
Stilyagi,2008,Nikita Agayan,actor,Kommunalka,113
Stilyagi,2008,Valeriy Agayan,actor,Kommunalka,93
Trois souvenirs de ma jeunesse,2015,Valeriy Agayan,actor,Naoum,31
Above and Below (II),2015,Namig Agayev,actor,Samed,
Sahilsiz gece,1989,Nazim Agayev,actor,Mahni Oxuyan,
Ewiger Strom,1920,Vladimir Agayev,actor,Russischer Student,
Biz qayidacagiq,2007,Kamil Agazada,actor,Zakirin qardasi,6
"Va, vis et deviens",2005,Moshe Agazai,actor,Schlomo enfant,3
Cotton,2014,Andre Agazaryan,actor,Tommy,9
Mansion of Blood,2015,Andre Agazaryan,actor,Victor,28
The Extra,2017,Andre Agazaryan,actor,Dirk,35
The Visitor from Planet Omicron,2013,Andre Agazaryan,actor,Enron,
Unknowns,2012,Andre Agazaryan,actor,Police Officer,24
Dag II,2016,Ozan Aga?,actor,Ciya,
Dayroom,2017,Rotimi (II) Agbabiaka,actor,Cadet Ernest,7
"$40,000",1996,Michael Agbabian,actor,News Producer,34
Mulawin: The Movie,2005,Eduard Agbada,actor,Pirate,49
Gangsters,2002,G?rard Agbanchenou,actor,Le portier du Narcisse,26
Omar,2013,Baher Agbariya,actor,Prison Guard #1,24
The Time that Remains,2009,Baher Agbariya,actor,Iraqi soldier,
Ya tayr el tayer,2015,Baher Agbariya,actor,Doctor 1,22
'Di puwedeng hindi puwede!,1999,Bayani Agbayani,actor,Estong,3
Abel Villarama: Armado,1999,Bayani Agbayani,actor,Banong,5
Baliktaran: Si Ace at si Daisy,2001,Bayani Agbayani,actor,Daisy,2
Ben Delubyo,1998,Bayani Agbayani,actor,Tikboy,
Cass & Cary: Who Wants to Be a Billionaire?,2002,Bayani Agbayani,actor,Cass,1
Forever,1994,Bayani Agbayani,actor,Bayani,19
Hostage,2001,Bayani Agbayani,actor,SPO1 Edwin Francisco,3
Juan & Ted: Wanted,2000,Bayani Agbayani,actor,Ted,2
Katas ng Saudi,2007,Bayani Agbayani,actor,Pol,2
Ligalig,2006,Bayani Agbayani,actor,Inggo,7
Mana-mana tiba-tiba,2000,Bayani Agbayani,actor,Uging,2
Otso-otso pamela-mela wan,2004,Bayani Agbayani,actor,Boy,1
Otso-otso pamela-mela wan,2004,Bayani Agbayani,actor,Mao,1
Pacquiao: The Movie,2006,Bayani Agbayani,actor,Buboy,4
Pera o bayong (Not da TV),2000,Bayani Agbayani,actor,Engelbert,11
Pinoy Sunday,2009,Bayani Agbayani,actor,Dado Tagalog,1
"Resbak, babalikan kita",1999,Bayani Agbayani,actor,Benny,4
Type kita... Walang kokontra,1999,Bayani Agbayani,actor,Primo Barcelona,3
Utang ng ama,2003,Bayani Agbayani,actor,Bro. Bayani,11
Walang iwanan... Peksman!,2002,Bayani Agbayani,actor,Bodong,3
Wanted Perfect Murder,1997,Bayani Agbayani,actor,Imbestigador,17
Zombadings 1: Patayin sa shokot si Remington,2011,Bayani Agbayani,actor,Beauty Pageant Emcee,17
Raw Target,1995,Hamilton Agben,actor,Bills Son,79
The Chase (VII),2013,Caine Agbenisi,actor,Secondary School Pupil 4,
The Chase (VII),2013,Mackenzie Agbenisi,actor,Secondary School Pupil 3,
Potomanto,2013,Edem Agbenyame,actor,Sex Man,
Les keufs,1987,Francis Agbo,actor,Un petit dealer,34
Les keufs,1987,Raoul Agbo,actor,Un petit dealer,33
It Was an Accident,2000,Kolade Agboke,actor,Gaz,14
Millions,2004,Kolade Agboke,actor,Ambrosio,14
Stormbreaker,2006,Kolade Agboke,actor,Eagle,23
Hood Damnation,2016,Fidelis Agboli,actor,Attendee,
Esohe,2017,Osamuyi O. Agbonghae,actor,Taxi driver,
Mean Girls,2004,Ayo Agbonkpolo,actor,African Warrior,18
Adieu Marx,2013,Richard Agboola Oluyinka,actor,Protester,
We Are Only Human,2011,Fidelis Agbor,actor,Fidelis,
In einer Nacht,2011,Mikail Agbulak,actor,Fuat,5
One Night Only,2008,Conrad Agbuya,actor,Attendant 1,38
Scaregivers,2008,Wally Agbuya,actor,Indian Wedding Guest,82
Serbis,2008,Wally Agbuya,actor,Jonas' Schoolmate,79
Pisay,2007,Rimel Joseph Agcabao,actor,Student,43
Underclassmen: Lee Roy Soames and the Drama Boy,2013,Vance Agcaoile,actor,Eng,
Let the Love Begin,2005,Mic Agcaoili,actor,Restaurant Customer,47
Defeated,2016,David Agdaian,actor,Yoga Instructor,
The Benchwarmers,2006,David Agdaian,actor,First Baseman,60
Eyo imya - Vesna,1969,Rovshan Agdamov,actor,Timur,
Arshin mal-alan,1917,Ahmed Agdamski,actor,G?lc?hra,2
Deli Deli Olma,2009,Serif Agdas,actor,Rabbit's Grandfather (Tavsanin Dedesi),
Die Besteigung des Chimborazo,1989,G?nter Agde,actor,Humboldts Gast im Berliner Salon,
Shake Rattle and Roll Fourteen: The Invasion,2012,Lawrence Agdipa,actor,"Soldier (segment ""Lost Command"")",49
The Proposition,2005,Max Age,actor,Thommo,32
Unkillable,2017,Brian Agea,actor,Thad,5
Love Brewed in the African Pot,1981,Emmanuel Agebenowu,actor,Atta Quansah,
Alaska,1996,Agee,actor,Cubby,17
Midnight Sun (II),2014,Agee,actor,Mother Bear,20
God Bless the Broken Road,2017,Adam Agee,actor,Johnson,
A Very Harold & Kumar 3D Christmas,2011,Arnold Agee,actor,House Party Teen,
Freaky Deaky,2012,Arnold Agee,actor,Background Dancer,
Highland Park,2013,Arnold Agee,actor,College Student,
Jimmy P.,2013,Arnold Agee,actor,Bartender,
LOL,2012,Arnold Agee,actor,Student Late to Class,
Oz the Great and Powerful,2013,Arnold Agee,actor,Quadling Blacksmith,33
Red Dawn,2012,Arnold Agee,actor,Chinese Army Collaborator,
Scream 4,2011,Arnold Agee,actor,High School Student,
Sparkle,2012,Arnold Agee,actor,Bar Patron,
Trust,2010,Arnold Agee,actor,Hospital Patient,
Vamps,2012,Arnold Agee,actor,College Student,
Vanishing on 7th Street,2010,Arnold Agee,actor,Kid,
He Got Game,1998,Arthur Agee,actor,Basketball Player in Opening Montage,
The Last Boy Scout,1991,Benjamin Agee,actor,Kid,27
Face to Face,1952,James Agee,actor,"Frank (""The Bride Comes to Yellow Sky"")",12
Genghis Khan,1950,James Agee,actor,Narrator (US version),
Desert Blue,1998,Jerry Agee,actor,Insurance Agent,13
Mixed Signals,1997,Jerry Agee,actor,Bartender,9
The Lost One,2015,Jim Agee,actor,Keyboard Player,
Manny Cam,2010,Kevin Agee,actor,Friday Boyfriend,10
Original Stereotype,2014,Kevin Agee,actor,Kevin,
13/13/13,2013,Kori Agee,actor,Background Crazy,26
Wicked Spring,2002,Michael Agee,actor,Background Artist: 1864 Scenes,95
Ardennes Fury,2014,Phillip Agee,actor,Soldier,45
Society,1989,Robin Agee,actor,Extra,48
The Skeleton Key,2005,Stafford Agee,actor,Rebirth Brass Band,34
Abby in the Summer,2014,Steve Agee,actor,Rick the Repairman,6
Amigo Undead,2015,Steve Agee,actor,Norm Ostrowski,
Angry White Man,2011,Steve Agee,actor,Floyd,4
Dark Was the Night,2014,Steve Agee,actor,Foreman,4
Dealin' with Idiots,2013,Steve Agee,actor,Hezekiah,8
Dementia,2015,Steve Agee,actor,Larry,
Digging Up the Marrow,2014,Steve Agee,actor,Himself,
God Bless America,2011,Steve Agee,actor,American Superstarz Crew Member,49
Guardians of the Galaxy Vol. 2,2017,Steve Agee,actor,Gef the Ravager,
Heartland,2017,Steve Agee,actor,JD,
Hit and Run,2012,Steve Agee,actor,Dude #1,8
Me,2014,Steve Agee,actor,Steve,
Our Footloose Remake,2011,Steve Agee,actor,Reverend Shaw Moore,13
Rebirth,2016,Steve Agee,actor,Ray,7
Stay,2006,Steve Agee,actor,Carl,9
Super,2010,Steve Agee,actor,Comic Book Store Jerk,22
The Hive,2015,Steve Agee,actor,Kevin,15
The Insomniac,2013,Steve Agee,actor,Gun Dealer,14
The Polterguys,2012,Steve Agee,actor,Man In Middle Seat,17
The Roast of Channel 101,2013,Steve Agee,actor,Himself,3
Across the Line,2000,Timothy Dale Agee,actor,Briggs,17
Blue Streak,1999,Timothy Dale Agee,actor,Cop in Alley,19
Death Wish 4: The Crackdown,1987,Timothy Dale Agee,actor,Young Cop,33
Erotic Boundaries,1997,Timothy Dale Agee,actor,David,2
Scorpio One,1998,Timothy Dale Agee,actor,Whitley,14
Motel Hell,1980,Tony Agee,actor,Blue Cochster,
Heaven's Floor,2016,Pelina Ageeakok,actor,Annie,
Marussia,2013,Aleksey Ageev,actor,Aleksey,5
Doch moryaka,1941,Evgeniy Ageev,actor,Sailor,
Morskoy yastreb,1942,Evgeniy Ageev,actor,Seredin,
Lovkach i Khippoza,1989,Igor Ageev,actor,Voditel Sanya,10
Palach,1990,Igor Ageev,actor,Doctor,
Cherta,2009,Roman Ageev,actor,Vadim Volkov,
Sad,2008,Roman Ageev,actor,Lopakhin,
Syostry,2001,Roman Ageev,actor,"Alik, Dina's Father",3
Hardball: All Balls Don't Bounce,2008,Valentin Ageev,actor,Russian Boss #3,12
Echte Wiener 2 - Die Deppat'n und die Gspritzt'n,2010,Agehneration,actor,Themselves,32
L'homme qui aimait les femmes,1977,Henri Agel,actor,Lecteur,10
Scorpion,1986,Adam Ageli,actor,1st Faued,13
The Message,1976,Habib Ageli,actor,Hudayfa,27
Meningen med Hugo,2012,Olle Agelii,actor,Makaronsoldat,64
Parella de tres,1995,Miquel Agell,actor,Peter,8
Fait Accompli,1998,Mike Ageloff,actor,Sam Merchant,23
Fait Accompli,1998,Roy Ageloff,actor,Murt,7
In the Shadows,2001,Roy Ageloff,actor,Sal Canzoni,6
The Last Marshal,1999,Roy Ageloff,actor,DEA Agent #1,25
Two Shades of Blue,1999,Roy Ageloff,actor,Det. Rogers,9
I mavri Emmanouella,1980,Pantelis Agelopou,actor,Victor Brindisi,7
Luther,2003,Ron Agenant,actor,Morality Play,52
Bakgat!,2008,Neil Agenbag,actor,Blou Bul Ondersteuner,128
"Tattoo, a Love Story",2002,Jim Agenbroad,actor,Bartender,19
Sanib,2003,Renato Agencia,actor,Devil,17
The Mill,2008,New World Agenda,actor,YouTube Man,
Kidnappet,2010,Robert Agengo,actor,John,12
12 12 12,2014,Davide Ageno,actor,Eddy,
Capitan Basilico,2008,Davide Ageno,actor,Davide,
Capitan Basilico 2 - I Fantastici 4+4,2011,Davide Ageno,actor,Davide,
The President's Staff,2013,Davide Ageno,actor,Bomb Squad,
Without a Trace,1983,Hy R. Agens,actor,Reporter,59
Du er ikke alene,1978,Anders Agens?,actor,Bo,1
MGS: Philanthropy,2009,Pastrengo Agent,actor,U.S. Soldier,
After the Rain,2000,Ben Ager,actor,Rosen,
Darkness of Day,2010,Casey Ager,actor,Draven Noir,1
Moontrap Target Earth,2017,John (III) Ager,actor,Computer Tech,
Ticket to the Circus,2012,Jon Ager,actor,Bob,
Final Score,2017,Nicholas A. Ager,actor,Helicopter Pilot,
Cruel & Unusual,2014,Jared Ager-Foster,actor,Tyler,13
Horns,2013,Jared Ager-Foster,actor,Terry Perrish at 15,39
Mile End,2015,Heidi Agerholm Balle,actor,Kate,3
Den gula bilen,1963,Stellan Agerlo,actor,Embassy driver,
Flottans kavaljerer,1948,Stellan Agerlo,actor,Seaman on Fylgia,
Sigge Nilsson och jag,1938,Stellan Agerlo,actor,Adolfsson - Student,
Velvet Smooth,1976,Thomas Agero,actor,Snake,9
Escaping the Dead,2017,Sander Agerskov,actor,Zombie,
Primary Motive,1992,Martin Agerup,actor,Poulas aide,37
My San Joaquin,2011,Adriano Ages,actor,Sonny,
Mother's Meat Freuds Flesh,1984,George Agettees,actor,Flaky Porno Director,
Karpukhin,1973,A. Ageyev,actor,Police Lieutenant Ageyev,
First Day High,2006,Jan Michael Aggabao,actor,Sosy Group,80
Ang Panday 2,2011,Marly Aggalut,actor,Ragona,71
Billu,2009,Anu Aggarwal,actor,Teenpatti Player 4,52
Na Ghar Ke Na Ghaat Ke,2010,Rahul Aggarwal,actor,Devkinandan S. Tripathi,5
Na Ghar Ke Na Ghaat Ke,2010,Rahul Aggarwal,actor,Devki,5
Talaash,2012,Reena Aggarwal,actor,Savita,
First Day High,2006,Archie Aggasid,actor,FDH Swimmer,64
"Ele, My Friend",1992,Brian Aggeler,actor,Cricket Spectator,50
Break Glass in Case Of...,2013,Nick Aggeler,actor,Radio Talk Show Host,
O gios tou fylaka,2006,Nikolas Aggelis,actor,Markos Sotiriou,1
O thanatos pou onireftika,2010,Nikolas Aggelis,actor,Pavlos,4
Panikos kai paranoia mesa se mia paraisthisi,2007,Chris Aggelou,actor,Pythagoras,1
Piso porta,2000,Chris Aggelou,actor,Director,46
Iron Man Three,2013,Daniel Agger,actor,Himself,
Vildbassen,1994,S?ren Agger,actor,Klovn,
Nonames,2010,Joel Aggerholm,actor,Mike Olson,
Ballettens Datter,1913,Svend Aggerholm,actor,Count de Croisset,
Expressens Mysterium,1914,Svend Aggerholm,actor,Laroque,
Hammerslaget,1914,Svend Aggerholm,actor,Lechamps - Barrister,3
Pavilionens hemmelighed,1916,Svend Aggerholm,actor,Karl Frank - Detective,3
Prinsesse Elena,1913,Svend Aggerholm,actor,Bouton - Prime Minister,2
At kende sandheden,2002,Bent Aggestrup,actor,Retsformand,17
Butterfly Wings,2010,Nisha Aggrawal,actor,Friend,
Guldkysten,2015,John (II) Aggrey,actor,Lumpa,3
Hola America,2014,Bryan Agguire,actor,Break dancer #2,
Aadmi,1968,Agha,actor,Prem,8
Aadmi Sadak Ka,1977,Agha,actor,Bus driver - Gulmohar Hotel,8
Aaj Aur Kal,1963,Agha,actor,Maharaja Dhanaksingh,6
Abhilasha,1968,Agha,actor,Singing College Student,9
Adhi Raat Ke Baad,1965,Agha,actor,Murli,5
Akeli Mat Jaiyo,1963,Agha,actor,Ram Singh 'ADC',3
Amber,1952,Agha,actor,Veenu Bilasi,3
Anhonee,1952,Agha,actor,Vidyasagar,3
Ardhangini,1959,Agha,actor,Murari Lal,4
Babu,1985,Agha,actor,Employer who fired Babu,13
Badal,1951,Agha,actor,Himmat,7
Bahurani,1963,Agha,actor,Banwarilal,5
Bahut Din Huwe...,1954,Agha,actor,Tarang Sen,3
Beti Bete,1964,Agha,actor,Parmanand,7
Bhabhi,1957,Agha,actor,Champaklal,18
Bombay to Goa,1972,Agha,actor,Ramlal Kumar,11
Cha Cha Cha,1964,Agha,actor,Lali's Brother,25
Chandni Chowk,1954,Agha,actor,Yusuf,6
Char Paise,1955,Agha,actor,Basu,3
Charas,1976,Agha,actor,Chief Constable,
Daal Me Kala,1964,Agha,actor,Rajaram,5
Dahshat,1981,Agha,actor,Major. Sinha (Kiran's Father),13
Daulat Ke Dushman,1983,Agha,actor,F.C. Mehra,
Devta,1956,Agha,actor,Bahadur,6
Dharam Kanta,1982,Agha,actor,Player in cards,27
Dil Daulat Duniya,1972,Agha,actor,Raju,8
Dil Hi To Hai,1963,Agha,actor,Bashir,3
Dulha Dulhan,1964,Agha,actor,Bansi,3
Dulhan,1974,Agha,actor,Mamuji,
Duniya Jhukti Hai,1960,Agha,actor,Chandu,6
Duniya Meri Jeb Mein,1979,Agha,actor,Diwanchand,
Ek Chitthi Pyar Bhari,1985,Agha,actor,Khairatilal,
Ek Hi Bhool,1981,Agha,actor,Sadhana's dad,7
Ek Se Badhkar Ek,1976,Agha,actor,Security in-charge,15
Farz,1967,Agha,actor,Shantaram,6
Gaban,1966,Agha,actor,Badey Babu Ramesh,43
Geet Gaata Chal,1975,Agha,actor,Dharampal Singh,
Geetaa Mera Naam,1974,Agha,actor,Railway Guard,
Ghar Sansar,1986,Agha,actor,Satyanarayan's Father,16
Gharana,1961,Agha,actor,Sarang,4
Ghungroo Ki Awaaz,1981,Agha,actor,Butler,13
Gomti Ke Kinare,1972,Agha,actor,Nekiram,
Hamare Tumhare,1979,Agha,actor,Percy Golmes,17
Hamrahi,1963,Agha,actor,Advocate Shambunath,11
Himmat,1970,Agha,actor,Sethji,24
Honeymoon,1973,Agha,actor,Ramakant,13
Hum Hindustani,1960,Agha,actor,Anand,6
Hum Kisise Kum Naheen,1977,Agha,actor,Hotel Manager,35
Insaniyat,1955,Agha,actor,Bhola - Dudhwala,9
Jab Jab Phool Khile,1965,Agha,actor,Amarnath,3
Jab Se Tumhe Dekha Hai,1963,Agha,actor,Chandru,5
Jigri Dost,1969,Agha,actor,Advocate Narayan Das,7
Juari,1968,Agha,actor,Princess Sabita's secretary,9
Kala Pani,1958,Agha,actor,Badru,4
Kalaakaar,1983,Agha,actor,Padke Chacha,9
Karwa Chouth,1978,Agha,actor,Mukund,
Kath Putli,1957,Agha,actor,Manohar,14
Kathputli,1971,Agha,actor,Murali's Father-In-Law,5
Keemat,1973,Agha,actor,Havaldar Pandurang,5
Kranti,1981,Agha,actor,Sanga's Man (man who faked death),18
Lok Parlok,1979,Agha,actor,Traffic Constable,
Manoranjan,1974,Agha,actor,Man with ice-cream,8
Mausam,1975,Agha,actor,Maharaj (The Cook),4
Maya,1961,Agha,actor,Banke,6
Mazaaq,1975,Agha,actor,Restaurant Manager,13
Mehndi Lagi Mere Haath,1962,Agha,actor,Qawaal,
Mera Naam Joker,1970,Agha,actor,Circus Surgeon,12
Mere Arman Mere Sapne,1963,Agha,actor,Vilas,3
Mere Gharib Nawaz,1973,Agha,actor,Nawab,
Mr. Sampat,1952,Agha,actor,Bajrang Brahmachari,6
Naukar Biwi Ka,1983,Agha,actor,Gatekeeper Khan,
Nausherwan-E-Adil,1957,Agha,actor,Altaf,5
Nazrana,1961,Agha,actor,Murli,4
Padosan,1968,Agha,actor,Bindu's Father,6
Pandit Aur Pathan,1977,Agha,actor,Hairan,
Patita,1953,Agha,actor,Mastram,3
Payaase Panchhi,1961,Agha,actor,Kiran Kumar Trivedi,5
Payal,1957,Agha,actor,Vinod,7
Piya Ka Ghar,1972,Agha,actor,Girdharilal Sharma,4
Prem Nagar,1974,Agha,actor,Singh's Butler,7
Prem Tapasya,1983,Agha,actor,Pandit,12
Pyar Ki Kahani,1971,Agha,actor,Advocate Narayan Prasad,8
Raja Saab,1969,Agha,actor,Hameshbahar's dad,6
Rani Aur Lalpari,1975,Agha,actor,Cinderella's dad,
Razia Sultana,1961,Agha,actor,Feroz,6
Rocky,1981,Agha,actor,Professor,13
Roti Kapada Aur Makaan,1974,Agha,actor,Munshi (Sheetal's brother),17
Sawan Bhadon,1970,Agha,actor,Qasim Jani,5
Shair,1949,Agha,actor,Prakash aka Mr. Parker,4
Sharada,1957,Agha,actor,Ganesh,5
Shatranj,1969,Agha,actor,Comrade Lee Jung,4
Shatranj Ke Khilari,1977,Agha,actor,Chuttan Miyan,
Sheikh Chilli,1956,Agha,actor,Nana,3
Singapore,1960,Agha,actor,Cha Choo,8
Sitara,1980,Agha,actor,Bollywood Agent,4
Suraj,1966,Agha,actor,Kotwal Bhakti Charan,5
Teen Bahuraniyan,1968,Agha,actor,Shankar (music instructor),2
Tel Malish Boot Polish,1961,Agha,actor,Anand,17
Tere Mere Sapne,1971,Agha,actor,Dr. Bhutani,5
Teri Maang Sitaron Se Bhar Doon,1982,Agha,actor,Man from foreign,
Tinku,1977,Agha,actor,Shaadilal,13
Ulta Seedha,1985,Agha,actor,Robert,8
Uran Khatola,1955,Agha,actor,Hira,11
Vakil Babu,1982,Agha,actor,Shekhar's assistant,
Yaarana,1981,Agha,actor,Drunk,16
Yeh Ishq Nahin Aasaan,1984,Agha,actor,Shirazi,
Yeh Vaada Raha,1982,Agha,actor,Police Inspector,9
Yuvraaj,1979,Agha,actor,Sewak Singh,
Zakhmee,1975,Agha,actor,Rustam,34
Zindagi Aur Khwab,1961,Agha,actor,Rasiya,4
Kabul Express,2006,Abdul Agha,actor,Mujahidin at checkpoint,26
The Kite Runner,2007,Ahmad Yasar Shir Agha,actor,Birthday Singer,16
A Date with Fear,2011,Amar Agha,actor,Ricky,1
Let the Game Begin,2010,Amar Agha,actor,Medical Intern,
Asabani nistam!,2014,Amir Reza Mir Agha,actor,Mohsen,
Comedown,2012,Brashna Agha,actor,Girl 2,14
Nocturna,2015,Danny Agha,actor,Roy Cody,7
Virtuous,2015,Danny Agha,actor,Ali Mahara,
Good Morning Karachi,2013,Farhan Ally Agha,actor,Fahad,8
Jawani Phir Nahi Ani,2015,Farhan Ally Agha,actor,Sherry's father,
Maalik,2016,Farhan Ally Agha,actor,Major Haider,2
Whistle,2017,Farhan Ally Agha,actor,DG,
Septem8er Tapes,2004,General Dil Agha,actor,Northern Alliance Commander,5
Aaj Ka Ye Ghar,1976,Jalal Agha,actor,Nutan Chandra,7
Adha Din Adhi Raat,1977,Jalal Agha,actor,Raju,5
Anjaan Raahen,1974,Jalal Agha,actor,Rakesh Kapoor,6
Aya Sawan Jhoom Ke,1969,Jalal Agha,actor,Deepak,12
Baazi,1984,Jalal Agha,actor,Albert,21
Bambai Raat Ki Bahon Mein,1968,Jalal Agha,actor,Johnny,26
Bambai Raat Ki Bahon Mein,1968,Jalal Agha,actor,Joseph,26
Be-Shaque,1981,Jalal Agha,actor,Mishra,
Bombay Talkie,1970,Jalal Agha,actor,Young Man,12
Chorni,1982,Jalal Agha,actor,Kishore Sinha,7
Dil... Akhir Dil Hai,1982,Jalal Agha,actor,Fazal Mohammad,4
Do Chor,1972,Jalal Agha,actor,Badhru,14
Gaman,1978,Jalal Agha,actor,Lallulal Tewari,4
Gandhi,1982,Jalal Agha,actor,Traveller on Train Roof,73
Garm Hava,1974,Jalal Agha,actor,Shamshad,4
Ghar Ghar Ki Kahani,1970,Jalal Agha,actor,College student,9
Gomti Ke Kinare,1972,Jalal Agha,actor,Dhobi,
Goonj,1989,Jalal Agha,actor,Napolean Bonaparte Gonsalves,
Haadsaa,1983,Jalal Agha,actor,Lorry Driver,
Itihaas,1987,Jalal Agha,actor,Public Prosecutor,16
Jab Andhera Hota Hai,1974,Jalal Agha,actor,Ramesh,4
Julie,1975,Jalal Agha,actor,"Richard ""Richie""",7
Junoon,1979,Jalal Agha,actor,Kader Khan,
Karz,1980,Jalal Agha,actor,Dr. Dayal,9
Katha,1983,Jalal Agha,actor,Himself,
Kathputli,1971,Jalal Agha,actor,Murali,6
Khuda Kasam,1981,Jalal Agha,actor,Pancham,9
Lakhon Me Ek,1971,Jalal Agha,actor,Jeevan - Makhanlal's son,10
Majhli Didi,1967,Jalal Agha,actor,Kamal - Hemangini's brother,
Man Jaiye,1972,Jalal Agha,actor,Ashok,5
Mere Gharib Nawaz,1973,Jalal Agha,actor,Yusuf's friend,
Mughal-E-Azam,1960,Jalal Agha,actor,Young Prince Saleem,17
Pehla Nasha,1993,Jalal Agha,actor,Mahesh Ahuja,12
Rocky,1981,Jalal Agha,actor,Himself,18
Saat Hindustani,1970,Jalal Agha,actor,Shakaram Shinde,2
Saheb Bahadur,1977,Jalal Agha,actor,Judge,
Sara Akash,1969,Jalal Agha,actor,Diwakar,10
Sholay,1975,Jalal Agha,actor,Banjo player (Guest Appearance),46
Taqdeer,1967,Jalal Agha,actor,Suresh,7
Taxi Taxie,1977,Jalal Agha,actor,RV,
Teri Maang Sitaron Se Bhar Doon,1982,Jalal Agha,actor,Sheriff. Dilip Kumar,14
The Deceivers,1988,Jalal Agha,actor,The Nawab,8
Thodisi Bewafaii,1980,Jalal Agha,actor,Narendra Deshmukh,8
Us-Paar,1974,Jalal Agha,actor,Bhairo,5
Vakil Babu,1982,Jalal Agha,actor,Anil Kumar Shrivastav,23
Yaadon Ki Baaraat,1973,Jalal Agha,actor,Salim,44
Yaar Meri Zindagi,2008,Jalal Agha,actor,Shankar,5
Yeh Ishq Nahin Aasaan,1984,Jalal Agha,actor,Qawaal,
Zindagi Zindagi,1972,Jalal Agha,actor,Ratan,9
Char Paise,1955,Shah Agha,actor,Roshan,12
Reporter Raju,1962,Shah Agha,actor,Inspector Madan,9
Anitzvatznere,1991,S. Aghababov,actor,"Dazhan, ""cruel""",20
Man Eva Qayidiram,2014,Kamran Aghabalayev,actor,major Savelyev,
Too Many Coincidences,2016,Kamran Aghabalayev,actor,Ajdar,4
Yarimdunya,2015,Kamran Aghabalayev,actor,Fakhri,
